Республика Адыгея ; 13.2
Республика Башкортостан ; 13.2
Республика Бурятия ; 11.8
Республика Алтай ; 11.4
Республика Дагестан ; 5.5
Республика Ингушетия ; 3.5
Кабардино-Балкарская Республика ; 8.9
Республика Калмыкия ; 9.9
Республика Карачаево-Черкессия ; 9.5
Республика Карелия ; 14.7
Республика Коми ; 11.9
Республика Марий Эл ; 13.7
Республика Мордовия ; 14.8
Республика Саха  (Якутия) ; 8.7
Республика Северная Осетия ; 10.5
Республика Татарстан ; 12.1
Республика Тыва ; 11.0
Удмуртская республика ; 12.8
Республика Хакасия ; 13.1
Чеченская республика ; 5.0
Чувашская республика ; 13.2
Алтайский край ; 14.2
Краснодарский край ; 12.9
Красноярский край ; 12.8
Приморский край ; 13.5
Ставропольский край ; 11.7
Хабаровский край ; 13.4
Амурская область ; 13.8
Архангельская область ; 13.5
Астраханская область ; 12.3
Белгородская область ; 13.9
Брянская область ; 15.9
Владимирская область ; 16.7
Волгоградская область ; 13.5
Вологодская область ; 15.1
Воронежская область ; 15.7
Ивановская область ; 16.4
Иркутская область ; 13.7
Калининградская область ; 13.2
Калужская область ; 15.3
Камчатский край ; 11.4
Кемеровская область ; 14.6
Кировская область ; 15.4
Костромская область ; 16.2
Курганская область ; 16.1
Курская область ; 16.3
Ленинградская область ; 14.6
Липецкая область ; 15.3
Магаданская область ; 11.9
Московская область ; 14.1
Мурманская область ; 11.0
Нижегородская область ; 15.9
Новгородская область ; 17.8
Новосибирская область ; 13.6
Омская область ; 13.4
Оренбургская область ; 13.9
Орловская область ; 16.3
Пензенская область ; 14.8
Пермский край ; 14.1
Псковская область ; 18.6
Ростовская область ; 13.8
Рязанская область ; 15.8
Самарская область ; 14.4
Саратовская область ; 14.4
Сахалинская область ; 13.1
Свердловская область ; 13.8
Смоленская область ; 16.5
Тамбовская область ; 16.1
Тверская область ; 18.1
Томская область ; 11.8
Тульская область ; 17.4
Тюменская область ; 11.7
Ульяновская область ; 14.4
Челябинская область ; 13.9
Забайкальский край ; 12.5
Ярославская область ; 15.9
Санкт-Петербург ; 12.0
Еврейская автономная область ; 14.5
Республика Крым ; 13.8
Ненецкий АО ; 10.7
Ханты-Мансийский АО ; 6.3
Чукотский АО ; 10.5
Ямало-Ненецкий АО ; 5.1
Севастополь ; 14.0
Москва ; 9.7
