Республика Адыгея ; -0.5
Республика Башкортостан ; 1.4
Республика Бурятия ; 5.8
Республика Алтай ; 9.5
Республика Дагестан ; 13.3
Республика Ингушетия ; 17.9
Кабардино-Балкарская Республика ; 6.6
Республика Калмыкия ; 4.6
Республика Карачаево-Черкессия ; 4.3
Республика Карелия ; -2.7
Республика Коми ; 2.3
Республика Марий Эл ; 0.9
Республика Мордовия ; -4.7
Республика Саха  (Якутия) ; 8.8
Республика Северная Осетия ; 4.8
Республика Татарстан ; 2.7
Республика Тыва ; 15.1
Удмуртская республика ; 1.8
Республика Хакасия ; 2.6
Чеченская республика ; 19.9
Чувашская республика ; 0.8
Алтайский край ; -0.7
Краснодарский край ; 0.3
Красноярский край ; 1.7
Приморский край ; -0.9
Ставропольский край ; 1.0
Хабаровский край ; 0.6
Амурская область ; 0.3
Архангельская область ; -0.9
Астраханская область ; 2.5
Белгородская область ; -2.3
Брянская область ; -4.8
Владимирская область ; -5.6
Волгоградская область ; -1.9
Вологодская область ; -1.3
Воронежская область ; -5.0
Ивановская область ; -5.2
Иркутская область ; 1.9
Калининградская область ; -0.7
Калужская область ; -3.5
Камчатский край ; 1.6
Кемеровская область ; -1.0
Кировская область ; -2.4
Костромская область ; -3.5
Курганская область ; -2.1
Курская область ; -4.6
Ленинградская область ; -5.6
Липецкая область ; -3.9
Магаданская область ; 0.6
Московская область ; -2.0
Мурманская область ; 0.8
Нижегородская область ; -4.1
Новгородская область ; -5.8
Новосибирская область ; 0.6
Омская область ; 1.4
Оренбургская область ; 0.9
Орловская область ; -5.2
Пензенская область ; -4.1
Пермский край ; 0.6
Псковская область ; -7.6
Ростовская область ; -2.1
Рязанская область ; -5.0
Самарская область ; -2.1
Саратовская область ; -2.9
Сахалинская область ; -0.1
Свердловская область ; 0.7
Смоленская область ; -5.9
Тамбовская область ; -6.5
Тверская область ; -6.7
Томская область ; 2.0
Тульская область ; -7.5
Тюменская область ; 5.0
Ульяновская область ; -2.8
Челябинская область ; 0.3
Забайкальский край ; 3.4
Ярославская область ; -3.8
Санкт-Петербург ; 0.8
Еврейская автономная область ; -0.8
Республика Крым ; -1.5
Ненецкий АО ; 5.9
Ханты-Мансийский АО ; 11.2
Чукотский АО ; 2.6
Ямало-Ненецкий АО ; 11.3
Севастополь ; -2.3
Москва ; 1.6
