Республика Адыгея ; 1.66
Республика Башкортостан ; 1.739
Республика Бурятия ; 2.027
Республика Алтай ; 2.836
Республика Дагестан ; 1.984
Республика Ингушетия ; 2.94
Кабардино-Балкарская Республика ; 1.698
Республика Калмыкия ; 1.806
Республика Карачаево-Черкессия ; 1.543
Республика Карелия ; 1.603
Республика Коми ; 1.701
Республика Марий Эл ; 1.661
Республика Мордовия ; 1.249
Республика Саха  (Якутия) ; 2.057
Республика Северная Осетия ; 1.863
Республика Татарстан ; 1.652
Республика Тыва ; 3.249
Удмуртская республика ; 1.825
Республика Хакасия ; 1.83
Чеченская республика ; 3.362
Чувашская республика ; 1.665
Алтайский край ; 1.651
Краснодарский край ; 1.576
Красноярский край ; 1.616
Приморский край ; 1.532
Ставропольский край ; 1.43
Хабаровский край ; 1.566
Амурская область ; 1.7
Архангельская область ; 1.631
Астраханская область ; 1.783
Белгородская область ; 1.426
Брянская область ; 1.464
Владимирская область ; 1.499
Волгоградская область ; 1.444
Вологодская область ; 1.677
Воронежская область ; 1.359
Ивановская область ; 1.411
Иркутская область ; 1.859
Калининградская область ; 1.521
Калужская область ; 1.492
Камчатский край ; 1.61
Кемеровская область ; 1.592
Кировская область ; 1.641
Костромская область ; 1.705
Курганская область ; 1.816
Курская область ; 1.611
Ленинградская область ; 1.155
Липецкая область ; 1.468
Магаданская область ; 1.48
Московская область ; 1.384
Мурманская область ; 1.491
Нижегородская область ; 1.436
Новгородская область ; 1.555
Новосибирская область ; 1.591
Омская область ; 1.659
Оренбургская область ; 1.802
Орловская область ; 1.426
Пензенская область ; 1.363
Пермский край ; 1.783
Псковская область ; 1.539
Ростовская область ; 1.39
Рязанская область ; 1.445
Самарская область ; 1.44
Саратовская область ; 1.396
Сахалинская область ; 1.565
Свердловская область ; 1.699
Смоленская область ; 1.399
Тамбовская область ; 1.332
Тверская область ; 1.543
Томская область ; 1.479
Тульская область ; 1.322
Тюменская область ; 1.828
Ульяновская область ; 1.446
Челябинская область ; 1.695
Забайкальский край ; 1.868
Ярославская область ; 1.481
Санкт-Петербург ; 1.378
Еврейская автономная область ; 1.792
Ненецкий АО ; 2.007
Ханты-Мансийский АО ; 1.838
Чукотский АО ; 1.812
Ямало-Ненецкий АО ; 1.836
Москва ; 1.251
